group	cond	seed	dim	layers	epoch	pt_id
main	n_align	0	64	2	50	1.0000
main	n_align	0	64	2	51	1.0000
main	n_align	0	64	2	52	1.0000
main	n_align	0	64	2	53	1.0000
main	n_align	0	64	2	54	1.0000
main	n_align	0	64	2	55	1.0000
main	n_align	0	64	2	56	1.0000
main	n_align	0	64	2	57	1.0000
main	n_align	0	64	2	58	1.0000
main	n_align	0	64	2	59	1.0000
main	n_align	0	64	2	60	1.0000
main	n_align	1	64	2	1	0.0679
main	n_align	1	64	2	2	0.5802
main	n_align	1	64	2	3	0.5802
main	n_align	1	64	2	4	0.5633
main	n_align	1	64	2	5	0.5602
main	n_align	1	64	2	6	0.5610
main	n_align	1	64	2	7	0.7099
main	n_align	1	64	2	8	0.8133
main	n_align	1	64	2	9	0.8287
main	n_align	1	64	2	10	0.8603
main	n_align	1	64	2	11	0.9444
main	n_align	1	64	2	12	0.9591
main	n_align	1	64	2	13	0.9753
main	n_align	1	64	2	14	0.9776
main	n_align	1	64	2	15	0.9830
main	n_align	1	64	2	16	0.9907
main	n_align	1	64	2	17	1.0000
main	n_align	1	64	2	18	1.0000
main	n_align	1	64	2	19	1.0000
main	n_align	1	64	2	20	1.0000
main	n_align	1	64	2	21	1.0000
main	n_align	1	64	2	22	1.0000
main	n_align	1	64	2	23	1.0000
main	n_align	1	64	2	24	1.0000
main	n_align	1	64	2	25	1.0000
main	n_align	1	64	2	26	1.0000
main	n_align	1	64	2	27	1.0000
main	n_align	1	64	2	28	1.0000
main	n_align	1	64	2	29	1.0000
main	n_align	1	64	2	30	1.0000
main	n_align	1	64	2	31	1.0000
main	n_align	1	64	2	32	1.0000
main	n_align	1	64	2	33	1.0000
main	n_align	1	64	2	34	1.0000
main	n_align	1	64	2	35	1.0000
main	n_align	1	64	2	36	1.0000
main	n_align	1	64	2	37	1.0000
main	n_align	1	64	2	38	1.0000
main	n_align	1	64	2	39	1.0000
main	n_align	1	64	2	40	1.0000
main	n_align	1	64	2	41	1.0000
main	n_align	1	64	2	42	1.0000
main	n_align	1	64	2	43	1.0000
main	n_align	1	64	2	44	1.0000
main	n_align	1	64	2	45	1.0000
main	n_align	1	64	2	46	1.0000
main	n_align	1	64	2	47	1.0000
main	n_align	1	64	2	48	1.0000
main	n_align	1	64	2	49	1.0000
main	n_align	1	64	2	50	1.0000
main	n_align	1	64	2	51	1.0000
main	n_align	1	64	2	52	1.0000
main	n_align	1	64	2	53	1.0000
main	n_align	1	64	2	54	1.0000
main	n_align	1	64	2	55	1.0000
main	n_align	1	64	2	56	1.0000
main	n_align	1	64	2	57	1.0000
main	n_align	1	64	2	58	1.0000
main	n_align	1	64	2	59	1.0000
main	n_align	1	64	2	60	1.0000
main	n_align	2	64	2	1	0.0000
main	n_align	2	64	2	2	0.3349
main	n_align	2	64	2	3	0.5995
main	n_align	2	64	2	4	0.6821
main	n_align	2	64	2	5	0.6813
main	n_align	2	64	2	6	0.8002
main	n_align	2	64	2	7	0.8657
main	n_align	2	64	2	8	0.9321
main	n_align	2	64	2	9	0.9506
main	n_align	2	64	2	10	0.9506
main	n_align	2	64	2	11	0.9637
main	n_align	2	64	2	12	0.9753
main	n_align	2	64	2	13	0.9761
main	n_align	2	64	2	14	0.9830
main	n_align	2	64	2	15	0.9907
main	n_align	2	64	2	16	0.9977
main	n_align	2	64	2	17	1.0000
main	n_align	2	64	2	18	1.0000
main	n_align	2	64	2	19	1.0000
main	n_align	2	64	2	20	1.0000
main	n_align	2	64	2	21	1.0000
main	n_align	2	64	2	22	1.0000
main	n_align	2	64	2	23	1.0000
main	n_align	2	64	2	24	1.0000
main	n_align	2	64	2	25	1.0000
main	n_align	2	64	2	26	1.0000
main	n_align	2	64	2	27	1.0000
main	n_align	2	64	2	28	1.0000
main	n_align	2	64	2	29	1.0000
main	n_align	2	64	2	30	1.0000
main	n_align	2	64	2	31	1.0000
main	n_align	2	64	2	32	1.0000
main	n_align	2	64	2	33	1.0000
main	n_align	2	64	2	34	1.0000
main	n_align	2	64	2	35	1.0000
main	n_align	2	64	2	36	1.0000
main	n_align	2	64	2	37	1.0000
main	n_align	2	64	2	38	1.0000
main	n_align	2	64	2	39	1.0000
main	n_align	2	64	2	40	1.0000
main	n_align	2	64	2	41	1.0000
main	n_align	2	64	2	42	1.0000
main	n_align	2	64	2	43	1.0000
main	n_align	2	64	2	44	1.0000
main	n_align	2	64	2	45	1.0000
main	n_align	2	64	2	46	1.0000
main	n_align	2	64	2	47	1.0000
main	n_align	2	64	2	48	1.0000
main	n_align	2	64	2	49	1.0000
main	n_align	2	64	2	50	1.0000
main	n_align	2	64	2	51	1.0000
main	n_align	2	64	2	52	1.0000
main	n_align	2	64	2	53	1.0000
main	n_align	2	64	2	54	1.0000
main	n_align	2	64	2	55	1.0000
main	n_align	2	64	2	56	1.0000
main	n_align	2	64	2	57	1.0000
main	n_align	2	64	2	58	1.0000
main	n_align	2	64	2	59	1.0000
main	n_align	2	64	2	60	1.0000
main	n_align	3	64	2	1	0.0000
main	n_align	3	64	2	2	0.6736
main	n_align	3	64	2	3	0.7083
main	n_align	3	64	2	4	0.7531
main	n_align	3	64	2	5	0.7531
main	n_align	3	64	2	6	0.7639
main	n_align	3	64	2	7	0.8519
main	n_align	3	64	2	8	0.9012
main	n_align	3	64	2	9	0.9012
main	n_align	3	64	2	10	0.9012
main	n_align	3	64	2	11	0.9113
main	n_align	3	64	2	12	0.9660
main	n_align	3	64	2	13	0.9707
main	n_align	3	64	2	14	0.9753
main	n_align	3	64	2	15	0.9769
main	n_align	3	64	2	16	0.9799
main	n_align	3	64	2	17	0.9830
main	n_align	3	64	2	18	0.9907
main	n_align	3	64	2	19	0.9992
main	n_align	3	64	2	20	1.0000
main	n_align	3	64	2	21	1.0000
main	n_align	3	64	2	22	1.0000
main	n_align	3	64	2	23	1.0000
main	n_align	3	64	2	24	1.0000
main	n_align	3	64	2	25	1.0000
main	n_align	3	64	2	26	1.0000
main	n_align	3	64	2	27	1.0000
main	n_align	3	64	2	28	1.0000
main	n_align	3	64	2	29	1.0000
main	n_align	3	64	2	30	1.0000
main	n_align	3	64	2	31	1.0000
main	n_align	3	64	2	32	1.0000
main	n_align	3	64	2	33	1.0000
main	n_align	3	64	2	34	1.0000
main	n_align	3	64	2	35	1.0000
main	n_align	3	64	2	36	1.0000
main	n_align	3	64	2	37	1.0000
main	n_align	3	64	2	38	1.0000
main	n_align	3	64	2	39	1.0000
main	n_align	3	64	2	40	1.0000
main	n_align	3	64	2	41	1.0000
main	n_align	3	64	2	42	1.0000
main	n_align	3	64	2	43	1.0000
main	n_align	3	64	2	44	1.0000
main	n_align	3	64	2	45	1.0000
main	n_align	3	64	2	46	1.0000
main	n_align	3	64	2	47	1.0000
main	n_align	3	64	2	48	1.0000
main	n_align	3	64	2	49	1.0000
main	n_align	3	64	2	50	1.0000
main	n_align	3	64	2	51	1.0000
main	n_align	3	64	2	52	1.0000
main	n_align	3	64	2	53	1.0000
main	n_align	3	64	2	54	1.0000
main	n_align	3	64	2	55	1.0000
main	n_align	3	64	2	56	1.0000
main	n_align	3	64	2	57	1.0000
main	n_align	3	64	2	58	1.0000
main	n_align	3	64	2	59	1.0000
main	n_align	3	64	2	60	1.0000
main	n_align	4	64	2	1	0.6096
main	n_align	4	64	2	2	0.7037
main	n_align	4	64	2	3	0.7469
main	n_align	4	64	2	4	0.8032
main	n_align	4	64	2	5	0.8094
main	n_align	4	64	2	6	0.8210
main	n_align	4	64	2	7	0.8356
main	n_align	4	64	2	8	0.8488
main	n_align	4	64	2	9	0.8526
main	n_align	4	64	2	10	0.8542
main	n_align	4	64	2	11	0.8596
main	n_align	4	64	2	12	0.8704
main	n_align	4	64	2	13	0.8843
main	n_align	4	64	2	14	0.9144
main	n_align	4	64	2	15	0.9429
main	n_align	4	64	2	16	0.9506
main	n_align	4	64	2	17	0.9514
main	n_align	4	64	2	18	0.9691
main	n_align	4	64	2	19	0.9992
main	n_align	4	64	2	20	1.0000
main	n_align	4	64	2	21	1.0000
main	n_align	4	64	2	22	1.0000
main	n_align	4	64	2	23	1.0000
main	n_align	4	64	2	24	1.0000
main	n_align	4	64	2	25	1.0000
main	n_align	4	64	2	26	1.0000
main	n_align	4	64	2	27	1.0000
main	n_align	4	64	2	28	1.0000
main	n_align	4	64	2	29	1.0000
main	n_align	4	64	2	30	1.0000
main	n_align	4	64	2	31	1.0000
main	n_align	4	64	2	32	1.0000
main	n_align	4	64	2	33	1.0000
main	n_align	4	64	2	34	1.0000
main	n_align	4	64	2	35	1.0000
main	n_align	4	64	2	36	1.0000
main	n_align	4	64	2	37	1.0000
main	n_align	4	64	2	38	1.0000
main	n_align	4	64	2	39	1.0000
main	n_align	4	64	2	40	1.0000
main	n_align	4	64	2	41	1.0000
main	n_align	4	64	2	42	1.0000
main	n_align	4	64	2	43	1.0000
main	n_align	4	64	2	44	1.0000
main	n_align	4	64	2	45	1.0000
main	n_align	4	64	2	46	1.0000
main	n_align	4	64	2	47	1.0000
main	n_align	4	64	2	48	1.0000
main	n_align	4	64	2	49	1.0000
main	n_align	4	64	2	50	1.0000
main	n_align	4	64	2	51	1.0000
main	n_align	4	64	2	52	1.0000
main	n_align	4	64	2	53	1.0000
main	n_align	4	64	2	54	1.0000
main	n_align	4	64	2	55	1.0000
main	n_align	4	64	2	56	1.0000
main	n_align	4	64	2	57	1.0000
main	n_align	4	64	2	58	1.0000
main	n_align	4	64	2	59	1.0000
main	n_align	4	64	2	60	1.0000
main	n_align	5	64	2	1	0.0463
main	n_align	5	64	2	2	0.6543
main	n_align	5	64	2	3	0.7932
main	n_align	5	64	2	4	0.8002
main	n_align	5	64	2	5	0.8688
main	n_align	5	64	2	6	0.9259
main	n_align	5	64	2	7	0.9259
main	n_align	5	64	2	8	0.9259
main	n_align	5	64	2	9	0.9259
main	n_align	5	64	2	10	0.9414
main	n_align	5	64	2	11	0.9992
main	n_align	5	64	2	12	1.0000
main	n_align	5	64	2	13	1.0000
main	n_align	5	64	2	14	1.0000
main	n_align	5	64	2	15	1.0000
main	n_align	5	64	2	16	1.0000
main	n_align	5	64	2	17	1.0000
main	n_align	5	64	2	18	1.0000
main	n_align	5	64	2	19	1.0000
main	n_align	5	64	2	20	1.0000
main	n_align	5	64	2	21	1.0000
main	n_align	5	64	2	22	1.0000
main	n_align	5	64	2	23	1.0000
main	n_align	5	64	2	24	1.0000
main	n_align	5	64	2	25	1.0000
main	n_align	5	64	2	26	1.0000
main	n_align	5	64	2	27	1.0000
main	n_align	5	64	2	28	1.0000
main	n_align	5	64	2	29	1.0000
main	n_align	5	64	2	30	1.0000
main	n_align	5	64	2	31	1.0000
main	n_align	5	64	2	32	1.0000
main	n_align	5	64	2	33	1.0000
main	n_align	5	64	2	34	1.0000
main	n_align	5	64	2	35	1.0000
main	n_align	5	64	2	36	1.0000
main	n_align	5	64	2	37	1.0000
main	n_align	5	64	2	38	1.0000
main	n_align	5	64	2	39	1.0000
main	n_align	5	64	2	40	1.0000
main	n_align	5	64	2	41	1.0000
main	n_align	5	64	2	42	1.0000
main	n_align	5	64	2	43	1.0000
main	n_align	5	64	2	44	1.0000
main	n_align	5	64	2	45	1.0000
main	n_align	5	64	2	46	1.0000
main	n_align	5	64	2	47	1.0000
main	n_align	5	64	2	48	1.0000
main	n_align	5	64	2	49	1.0000
main	n_align	5	64	2	50	1.0000
main	n_align	5	64	2	51	1.0000
main	n_align	5	64	2	52	1.0000
main	n_align	5	64	2	53	1.0000
main	n_align	5	64	2	54	1.0000
main	n_align	5	64	2	55	1.0000
main	n_align	5	64	2	56	1.0000
main	n_align	5	64	2	57	1.0000
main	n_align	5	64	2	58	1.0000
main	n_align	5	64	2	59	1.0000
main	n_align	5	64	2	60	1.0000
main	n_align	6	64	2	1	0.5556
main	n_align	6	64	2	2	0.5556
main	n_align	6	64	2	3	0.5810
main	n_align	6	64	2	4	0.6049
main	n_align	6	64	2	5	0.6049
main	n_align	6	64	2	6	0.6080
main	n_align	6	64	2	7	0.6250
main	n_align	6	64	2	8	0.6806
main	n_align	6	64	2	9	0.7785
main	n_align	6	64	2	10	0.9159
main	n_align	6	64	2	11	0.9259
main	n_align	6	64	2	12	0.9259
main	n_align	6	64	2	13	0.9290
main	n_align	6	64	2	14	0.9421
main	n_align	6	64	2	15	0.9614
main	n_align	6	64	2	16	0.9792
main	n_align	6	64	2	17	0.9861
main	n_align	6	64	2	18	0.9931
main	n_align	6	64	2	19	1.0000
main	n_align	6	64	2	20	1.0000
main	n_align	6	64	2	21	1.0000
main	n_align	6	64	2	22	1.0000
main	n_align	6	64	2	23	1.0000
main	n_align	6	64	2	24	1.0000
main	n_align	6	64	2	25	1.0000
main	n_align	6	64	2	26	1.0000
main	n_align	6	64	2	27	1.0000
main	n_align	6	64	2	28	1.0000
main	n_align	6	64	2	29	1.0000
main	n_align	6	64	2	30	1.0000
main	n_align	6	64	2	31	1.0000
main	n_align	6	64	2	32	1.0000
main	n_align	6	64	2	33	1.0000
main	n_align	6	64	2	34	1.0000
main	n_align	6	64	2	35	1.0000
main	n_align	6	64	2	36	1.0000
main	n_align	6	64	2	37	1.0000
main	n_align	6	64	2	38	1.0000
main	n_align	6	64	2	39	1.0000
main	n_align	6	64	2	40	1.0000
main	n_align	6	64	2	41	1.0000
main	n_align	6	64	2	42	1.0000
main	n_align	6	64	2	43	1.0000
main	n_align	6	64	2	44	1.0000
main	n_align	6	64	2	45	1.0000
main	n_align	6	64	2	46	1.0000
main	n_align	6	64	2	47	1.0000
main	n_align	6	64	2	48	1.0000
main	n_align	6	64	2	49	1.0000
main	n_align	6	64	2	50	1.0000
main	n_align	6	64	2	51	1.0000
main	n_align	6	64	2	52	1.0000
main	n_align	6	64	2	53	1.0000
main	n_align	6	64	2	54	1.0000
main	n_align	6	64	2	55	1.0000
main	n_align	6	64	2	56	1.0000
main	n_align	6	64	2	57	1.0000
main	n_align	6	64	2	58	1.0000
main	n_align	6	64	2	59	1.0000
main	n_align	6	64	2	60	1.0000
main	n_align	7	64	2	1	0.0000
main	n_align	7	64	2	2	0.5556
main	n_align	7	64	2	3	0.5556
main	n_align	7	64	2	4	0.5556
main	n_align	7	64	2	5	0.5556
main	n_align	7	64	2	6	0.5556
main	n_align	7	64	2	7	0.5702
main	n_align	7	64	2	8	0.6883
main	n_align	7	64	2	9	0.7137
main	n_align	7	64	2	10	0.7569
main	n_align	7	64	2	11	0.8025
main	n_align	7	64	2	12	0.8812
main	n_align	7	64	2	13	0.9390
main	n_align	7	64	2	14	0.9745
main	n_align	7	64	2	15	0.9753
main	n_align	7	64	2	16	0.9900
main	n_align	7	64	2	17	1.0000
main	n_align	7	64	2	18	1.0000
main	n_align	7	64	2	19	1.0000
main	n_align	7	64	2	20	1.0000
main	n_align	7	64	2	21	1.0000
main	n_align	7	64	2	22	1.0000
main	n_align	7	64	2	23	1.0000
main	n_align	7	64	2	24	1.0000
main	n_align	7	64	2	25	1.0000
main	n_align	7	64	2	26	1.0000
main	n_align	7	64	2	27	1.0000
main	n_align	7	64	2	28	1.0000
main	n_align	7	64	2	29	1.0000
main	n_align	7	64	2	30	1.0000
main	n_align	7	64	2	31	1.0000
main	n_align	7	64	2	32	1.0000
main	n_align	7	64	2	33	1.0000
main	n_align	7	64	2	34	1.0000
main	n_align	7	64	2	35	1.0000
main	n_align	7	64	2	36	1.0000
main	n_align	7	64	2	37	1.0000
main	n_align	7	64	2	38	1.0000
main	n_align	7	64	2	39	1.0000
main	n_align	7	64	2	40	1.0000
main	n_align	7	64	2	41	1.0000
main	n_align	7	64	2	42	1.0000
main	n_align	7	64	2	43	1.0000
main	n_align	7	64	2	44	1.0000
main	n_align	7	64	2	45	1.0000
main	n_align	7	64	2	46	1.0000
main	n_align	7	64	2	47	1.0000
main	n_align	7	64	2	48	1.0000
main	n_align	7	64	2	49	1.0000
main	n_align	7	64	2	50	1.0000
main	n_align	7	64	2	51	1.0000
main	n_align	7	64	2	52	1.0000
main	n_align	7	64	2	53	1.0000
main	n_align	7	64	2	54	1.0000
main	n_align	7	64	2	55	1.0000
main	n_align	7	64	2	56	1.0000
main	n_align	7	64	2	57	1.0000
main	n_align	7	64	2	58	1.0000
main	n_align	7	64	2	59	1.0000
main	n_align	7	64	2	60	1.0000
main	n_align	8	64	2	1	0.0000
main	n_align	8	64	2	2	0.5556
main	n_align	8	64	2	3	0.5818
main	n_align	8	64	2	4	0.6543
main	n_align	8	64	2	5	0.6543
main	n_align	8	64	2	6	0.6991
main	n_align	8	64	2	7	0.7191
main	n_align	8	64	2	8	0.8958
main	n_align	8	64	2	9	0.9012
main	n_align	8	64	2	10	0.9012
main	n_align	8	64	2	11	0.9012
main	n_align	8	64	2	12	0.9128
main	n_align	8	64	2	13	0.9313
main	n_align	8	64	2	14	0.9444
main	n_align	8	64	2	15	0.9707
main	n_align	8	64	2	16	0.9954
main	n_align	8	64	2	17	1.0000
main	n_align	8	64	2	18	1.0000
main	n_align	8	64	2	19	1.0000
main	n_align	8	64	2	20	1.0000
main	n_align	8	64	2	21	1.0000
main	n_align	8	64	2	22	1.0000
main	n_align	8	64	2	23	1.0000
main	n_align	8	64	2	24	1.0000
main	n_align	8	64	2	25	1.0000
main	n_align	8	64	2	26	1.0000
main	n_align	8	64	2	27	1.0000
main	n_align	8	64	2	28	1.0000
main	n_align	8	64	2	29	1.0000
main	n_align	8	64	2	30	1.0000
main	n_align	8	64	2	31	1.0000
main	n_align	8	64	2	32	1.0000
main	n_align	8	64	2	33	1.0000
main	n_align	8	64	2	34	1.0000
main	n_align	8	64	2	35	1.0000
main	n_align	8	64	2	36	1.0000
main	n_align	8	64	2	37	1.0000
main	n_align	8	64	2	38	1.0000
main	n_align	8	64	2	39	1.0000
main	n_align	8	64	2	40	1.0000
main	n_align	8	64	2	41	1.0000
main	n_align	8	64	2	42	1.0000
main	n_align	8	64	2	43	1.0000
main	n_align	8	64	2	44	1.0000
main	n_align	8	64	2	45	1.0000
main	n_align	8	64	2	46	1.0000
main	n_align	8	64	2	47	1.0000
main	n_align	8	64	2	48	1.0000
main	n_align	8	64	2	49	1.0000
main	n_align	8	64	2	50	1.0000
main	n_align	8	64	2	51	1.0000
main	n_align	8	64	2	52	1.0000
main	n_align	8	64	2	53	1.0000
main	n_align	8	64	2	54	1.0000
main	n_align	8	64	2	55	1.0000
main	n_align	8	64	2	56	1.0000
main	n_align	8	64	2	57	1.0000
main	n_align	8	64	2	58	1.0000
main	n_align	8	64	2	59	1.0000
main	n_align	8	64	2	60	1.0000
main	n_align	9	64	2	1	0.0015
main	n_align	9	64	2	2	0.6049
main	n_align	9	64	2	3	0.6049
main	n_align	9	64	2	4	0.6049
main	n_align	9	64	2	5	0.6304
main	n_align	9	64	2	6	0.9082
main	n_align	9	64	2	7	0.9136
main	n_align	9	64	2	8	0.9298
main	n_align	9	64	2	9	0.9506
main	n_align	9	64	2	10	0.9506
main	n_align	9	64	2	11	0.9506
main	n_align	9	64	2	12	0.9660
main	n_align	9	64	2	13	0.9753
main	n_align	9	64	2	14	0.9776
main	n_align	9	64	2	15	0.9830
main	n_align	9	64	2	16	0.9907
main	n_align	9	64	2	17	0.9992
main	n_align	9	64	2	18	1.0000
main	n_align	9	64	2	19	1.0000
main	n_align	9	64	2	20	1.0000
main	n_align	9	64	2	21	1.0000
main	n_align	9	64	2	22	1.0000
main	n_align	9	64	2	23	1.0000
main	n_align	9	64	2	24	1.0000
main	n_align	9	64	2	25	1.0000
main	n_align	9	64	2	26	1.0000
main	n_align	9	64	2	27	1.0000
main	n_align	9	64	2	28	1.0000
main	n_align	9	64	2	29	1.0000
main	n_align	9	64	2	30	1.0000
main	n_align	9	64	2	31	1.0000
main	n_align	9	64	2	32	1.0000
main	n_align	9	64	2	33	1.0000
main	n_align	9	64	2	34	1.0000
main	n_align	9	64	2	35	1.0000
main	n_align	9	64	2	36	1.0000
main	n_align	9	64	2	37	1.0000
main	n_align	9	64	2	38	1.0000
main	n_align	9	64	2	39	1.0000
main	n_align	9	64	2	40	1.0000
main	n_align	9	64	2	41	1.0000
main	n_align	9	64	2	42	1.0000
main	n_align	9	64	2	43	1.0000
main	n_align	9	64	2	44	1.0000
main	n_align	9	64	2	45	1.0000
main	n_align	9	64	2	46	1.0000
main	n_align	9	64	2	47	1.0000
main	n_align	9	64	2	48	1.0000
main	n_align	9	64	2	49	1.0000
main	n_align	9	64	2	50	1.0000
main	n_align	9	64	2	51	1.0000
main	n_align	9	64	2	52	1.0000
main	n_align	9	64	2	53	1.0000
main	n_align	9	64	2	54	1.0000
main	n_align	9	64	2	55	1.0000
main	n_align	9	64	2	56	1.0000
main	n_align	9	64	2	57	1.0000
main	n_align	9	64	2	58	1.0000
main	n_align	9	64	2	59	1.0000
main	n_align	9	64	2	60	1.0000
main	excl_pollute10	0	64	2	1	0.0000
main	excl_pollute10	0	64	2	2	0.3508
main	excl_pollute10	0	64	2	3	0.5727
main	excl_pollute10	0	64	2	4	0.6986
main	excl_pollute10	0	64	2	5	0.7538
main	excl_pollute10	0	64	2	6	0.7831
main	excl_pollute10	0	64	2	7	0.8125
main	excl_pollute10	0	64	2	8	0.8554
main	excl_pollute10	0	64	2	9	0.8862
main	excl_pollute10	0	64	2	10	0.9248
main	excl_pollute10	0	64	2	11	0.9771
main	excl_pollute10	0	64	2	12	0.9771
main	excl_pollute10	0	64	2	13	0.9771
main	excl_pollute10	0	64	2	14	1.0000
main	excl_pollute10	0	64	2	15	1.0000
main	excl_pollute10	0	64	2	16	1.0000
main	excl_pollute10	0	64	2	17	1.0000
main	excl_pollute10	0	64	2	18	1.0000
main	excl_pollute10	0	64	2	19	1.0000
main	excl_pollute10	0	64	2	20	1.0000
main	excl_pollute10	0	64	2	21	1.0000
main	excl_pollute10	0	64	2	22	1.0000
main	excl_pollute10	0	64	2	23	1.0000
main	excl_pollute10	0	64	2	24	1.0000
main	excl_pollute10	0	64	2	25	1.0000
main	excl_pollute10	0	64	2	26	1.0000
main	excl_pollute10	0	64	2	27	1.0000
main	excl_pollute10	0	64	2	28	1.0000
main	excl_pollute10	0	64	2	29	1.0000
main	excl_pollute10	0	64	2	30	1.0000
main	excl_pollute10	0	64	2	31	1.0000
main	excl_pollute10	0	64	2	32	1.0000
main	excl_pollute10	0	64	2	33	1.0000
main	excl_pollute10	0	64	2	34	1.0000
main	excl_pollute10	0	64	2	35	1.0000
main	excl_pollute10	0	64	2	36	1.0000
main	excl_pollute10	0	64	2	37	1.0000
main	excl_pollute10	0	64	2	38	1.0000
main	excl_pollute10	0	64	2	39	1.0000
main	excl_pollute10	0	64	2	40	1.0000
main	excl_pollute10	0	64	2	41	1.0000
main	excl_pollute10	0	64	2	42	1.0000
main	excl_pollute10	0	64	2	43	1.0000
main	excl_pollute10	0	64	2	44	1.0000
main	excl_pollute10	0	64	2	45	1.0000
main	excl_pollute10	0	64	2	46	1.0000
main	excl_pollute10	0	64	2	47	1.0000
main	excl_pollute10	0	64	2	48	1.0000
main	excl_pollute10	0	64	2	49	1.0000
main	excl_pollute10	0	64	2	50	1.0000
main	excl_pollute10	0	64	2	51	1.0000
main	excl_pollute10	0	64	2	52	1.0000
main	excl_pollute10	0	64	2	53	1.0000
main	excl_pollute10	0	64	2	54	1.0000
main	excl_pollute10	0	64	2	55	1.0000
main	excl_pollute10	0	64	2	56	1.0000
main	excl_pollute10	0	64	2	57	1.0000
main	excl_pollute10	0	64	2	58	1.0000
main	excl_pollute10	0	64	2	59	1.0000
main	excl_pollute10	0	64	2	60	1.0000
main	excl_pollute10	1	64	2	1	0.0673
main	excl_pollute10	1	64	2	2	0.5383
main	excl_pollute10	1	64	2	3	0.5383
main	excl_pollute10	1	64	2	4	0.5254
main	excl_pollute10	1	64	2	5	0.5225
main	excl_pollute10	1	64	2	6	0.5376
main	excl_pollute10	1	64	2	7	0.6636
main	excl_pollute10	1	64	2	8	0.8239
main	excl_pollute10	1	64	2	9	0.8368
main	excl_pollute10	1	64	2	10	0.8490
main	excl_pollute10	1	64	2	11	0.8898
main	excl_pollute10	1	64	2	12	0.9392
main	excl_pollute10	1	64	2	13	0.9535
main	excl_pollute10	1	64	2	14	0.9721
main	excl_pollute10	1	64	2	15	0.9778
main	excl_pollute10	1	64	2	16	0.9843
main	excl_pollute10	1	64	2	17	0.9914
main	excl_pollute10	1	64	2	18	1.0000
main	excl_pollute10	1	64	2	19	1.0000
main	excl_pollute10	1	64	2	20	1.0000
main	excl_pollute10	1	64	2	21	1.0000
main	excl_pollute10	1	64	2	22	1.0000
main	excl_pollute10	1	64	2	23	1.0000
main	excl_pollute10	1	64	2	24	1.0000
main	excl_pollute10	1	64	2	25	1.0000
main	excl_pollute10	1	64	2	26	1.0000
main	excl_pollute10	1	64	2	27	1.0000
main	excl_pollute10	1	64	2	28	1.0000
main	excl_pollute10	1	64	2	29	1.0000
main	excl_pollute10	1	64	2	30	1.0000
main	excl_pollute10	1	64	2	31	1.0000
main	excl_pollute10	1	64	2	32	1.0000
main	excl_pollute10	1	64	2	33	1.0000
main	excl_pollute10	1	64	2	34	1.0000
main	excl_pollute10	1	64	2	35	1.0000
main	excl_pollute10	1	64	2	36	1.0000
main	excl_pollute10	1	64	2	37	1.0000
main	excl_pollute10	1	64	2	38	1.0000
main	excl_pollute10	1	64	2	39	1.0000
main	excl_pollute10	1	64	2	40	1.0000
main	excl_pollute10	1	64	2	41	1.0000
main	excl_pollute10	1	64	2	42	1.0000
main	excl_pollute10	1	64	2	43	1.0000
main	excl_pollute10	1	64	2	44	1.0000
main	excl_pollute10	1	64	2	45	1.0000
main	excl_pollute10	1	64	2	46	1.0000
main	excl_pollute10	1	64	2	47	1.0000
main	excl_pollute10	1	64	2	48	1.0000
main	excl_pollute10	1	64	2	49	1.0000
main	excl_pollute10	1	64	2	50	1.0000
main	excl_pollute10	1	64	2	51	1.0000
main	excl_pollute10	1	64	2	52	1.0000
main	excl_pollute10	1	64	2	53	1.0000
main	excl_pollute10	1	64	2	54	1.0000
main	excl_pollute10	1	64	2	55	1.0000
main	excl_pollute10	1	64	2	56	1.0000
main	excl_pollute10	1	64	2	57	1.0000
main	excl_pollute10	1	64	2	58	1.0000
main	excl_pollute10	1	64	2	59	1.0000
main	excl_pollute10	1	64	2	60	1.0000
main	excl_pollute10	2	64	2	1	0.0000
main	excl_pollute10	2	64	2	2	0.5154
main	excl_pollute10	2	64	2	3	0.5154
main	excl_pollute10	2	64	2	4	0.6664
main	excl_pollute10	2	64	2	5	0.6915
main	excl_pollute10	2	64	2	6	0.8253
main	excl_pollute10	2	64	2	7	0.8533
main	excl_pollute10	2	64	2	8	0.8941
main	excl_pollute10	2	64	2	9	0.9528
main	excl_pollute10	2	64	2	10	0.9664
main	excl_pollute10	2	64	2	11	0.9764
main	excl_pollute10	2	64	2	12	0.9771
main	excl_pollute10	2	64	2	13	0.9771
main	excl_pollute10	2	64	2	14	0.9771
main	excl_pollute10	2	64	2	15	0.9771
main	excl_pollute10	2	64	2	16	0.9771
main	excl_pollute10	2	64	2	17	0.9771
main	excl_pollute10	2	64	2	18	0.9771
main	excl_pollute10	2	64	2	19	0.9771
main	excl_pollute10	2	64	2	20	0.9771
main	excl_pollute10	2	64	2	21	0.9771
main	excl_pollute10	2	64	2	22	0.9771
main	excl_pollute10	2	64	2	23	0.9771
main	excl_pollute10	2	64	2	24	0.9771
main	excl_pollute10	2	64	2	25	0.9771
main	excl_pollute10	2	64	2	26	0.9828
main	excl_pollute10	2	64	2	27	0.9850
main	excl_pollute10	2	64	2	28	0.9971
main	excl_pollute10	2	64	2	29	1.0000
main	excl_pollute10	2	64	2	30	1.0000
main	excl_pollute10	2	64	2	31	1.0000
main	excl_pollute10	2	64	2	32	1.0000
